15.1884 	ERROR 	avbin.dll failed to load.
                     Try importing psychopy.visual as the first library
                     (before anything that uses scipy)
                     and make sure that avbin is installed.
80.7306 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
80.7588 	EXP 	text_same: autoDraw = False
80.7588 	EXP 	unnamed Polygon: autoDraw = False
80.7588 	EXP 	text_same: text = ''
80.7588 	EXP 	text_same: autoDraw = True
80.9086 	DATA 	Keypress: f
80.9100 	EXP 	New trial (rep=0, index=15): {u'color': u'#fdae61', u'answer': u'o'}
80.9223 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
80.9408 	EXP 	text_same: autoDraw = False
80.9408 	EXP 	unnamed Polygon: autoDraw = False
80.9408 	EXP 	text_same: text = 'SAME?'
80.9408 	EXP 	text_same: autoDraw = True
81.0581 	DATA 	Keypress: f
81.0603 	EXP 	New trial (rep=0, index=16): {u'color': u'#2c7bb6', u'answer': u'b'}
81.0646 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
81.0910 	EXP 	text_same: autoDraw = False
81.0910 	EXP 	unnamed Polygon: autoDraw = False
81.0910 	EXP 	text_same: text = ''
81.0910 	EXP 	text_same: autoDraw = True
81.2256 	DATA 	Keypress: f
81.2265 	EXP 	New trial (rep=0, index=17): {u'color': u'#2c7bb6', u'answer': u'b'}
81.2476 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
81.2749 	EXP 	text_same: autoDraw = False
81.2749 	EXP 	unnamed Polygon: autoDraw = False
81.2749 	EXP 	text_same: text = 'SAME?'
81.2749 	EXP 	text_same: autoDraw = True
81.3751 	DATA 	Keypress: f
81.3776 	EXP 	New trial (rep=0, index=18): {u'color': u'#2c7bb6', u'answer': u'b'}
81.3869 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
81.4071 	EXP 	text_same: autoDraw = False
81.4071 	EXP 	unnamed Polygon: autoDraw = False
81.4071 	EXP 	text_same: text = ''
81.4071 	EXP 	text_same: autoDraw = True
81.5249 	DATA 	Keypress: f
81.5269 	EXP 	New trial (rep=0, index=19): {u'color': u'#2c7bb6', u'answer': u'b'}
81.5449 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
81.5741 	EXP 	text_same: autoDraw = False
81.5741 	EXP 	unnamed Polygon: autoDraw = False
81.5741 	EXP 	text_same: text = 'SAME?'
81.5741 	EXP 	text_same: autoDraw = True
81.6916 	DATA 	Keypress: f
81.6929 	EXP 	New trial (rep=0, index=20): {u'color': u'#fdae61', u'answer': u'o'}
81.6971 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
81.7240 	EXP 	text_same: autoDraw = False
81.7240 	EXP 	unnamed Polygon: autoDraw = False
81.7240 	EXP 	text_same: text = ''
81.7240 	EXP 	text_same: autoDraw = True
81.8595 	DATA 	Keypress: f
81.8648 	EXP 	New trial (rep=0, index=21): {u'color': u'#2c7bb6', u'answer': u'b'}
81.8845 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
81.9070 	EXP 	text_same: autoDraw = False
81.9070 	EXP 	unnamed Polygon: autoDraw = False
81.9070 	EXP 	text_same: text = 'SAME?'
81.9070 	EXP 	text_same: autoDraw = True
82.0246 	DATA 	Keypress: f
82.0260 	EXP 	New trial (rep=0, index=22): {u'color': u'#2c7bb6', u'answer': u'b'}
82.0297 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
82.0574 	EXP 	text_same: autoDraw = False
82.0574 	EXP 	unnamed Polygon: autoDraw = False
82.0574 	EXP 	text_same: text = ''
82.0574 	EXP 	text_same: autoDraw = True
82.1745 	DATA 	Keypress: f
82.1757 	EXP 	New trial (rep=0, index=23): {u'color': u'#fdae61', u'answer': u'o'}
82.1856 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
82.2064 	EXP 	text_same: autoDraw = False
82.2064 	EXP 	unnamed Polygon: autoDraw = False
82.2064 	EXP 	text_same: text = 'SAME?'
82.2064 	EXP 	text_same: autoDraw = True
82.3416 	DATA 	Keypress: f
82.3463 	EXP 	New trial (rep=0, index=24): {u'color': u'#d7191c', u'answer': u'r'}
82.3601 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
82.3902 	EXP 	text_same: autoDraw = False
82.3902 	EXP 	unnamed Polygon: autoDraw = False
82.3902 	EXP 	text_same: text = ''
82.3902 	EXP 	text_same: autoDraw = True
82.6912 	DATA 	Keypress: escape
