Stimulus,direction,number,format,Stimulus_Practice,Direction,Number,Background,Format,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,left_word_3_WHI.jpg,left,3,_WHI,word,,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,f,0.31689403858,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,f,0.100453222636,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_image_1_WHI.jpg,ahead,1,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,d,2.61962176953,,,f,0.367407954764,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_image_2_WHI.jpg,ahead,2,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,f,0.083992277272,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,left_image_1_WHI.jpg,left,1,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,f,0.117138862144,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,right_image_1_WHI.jpg,right,1,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,f,0.120011035819,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,right_image_2_WHI.jpg,right,2,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,f,0.24981999537,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,left_image_2_WHI.jpg,left,2,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,f,0.0839299596846,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,left_image_3_WHI.jpg,left,3,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,f,0.250892562326,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,0,0,0,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,f,0.0671229022555,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,left_image_1_WHI.jpg,left,1,_WHI,image,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,d,1.56862335466,f,0.854901258368,,,,,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
